String,Type,label,aug
Irwin Woods,Not Dark Pattern,0,1
"No thanks, I hate saving money",Misdirection,1,0
"James in Cashion, Oklahoma just bought Glossy Pink Brick Geode / Amber Gradient Fast Lanes",Social Proof,1,1
00DAYS02HRS14MINS1211SEC,Urgency,1,0
"Jim in Houston, USA purchased Pure Ratios: Hemp Hemp CBD Patch (40mg CBD)",Social Proof,1,1
Hurry! Only 6 left in stock.,Scarcity,1,0
11 11 Hours: 00 22 Minutes: 3223 3223 Seconds,Urgency,1,0
Glow Gear Guide,Not Dark Pattern,0,1
Nicholas Kirkwood,Not Dark Pattern,0,0
"EastwoodModern, sleek and enchanting, the Eastwood Collection provides comfortable seating while still looking mid-century magnificent.",Not Dark Pattern,0,0
"Sign Up To Our Newsletter To Receive News, Offers And Promotions.",Not Dark Pattern,0,0
1day21:04:58,Urgency,1,0
SAVE TODAY: Save 20% on lighting by Le isure Limited time only.,Urgency,1,1
"If you click continue below we will be happy to tell you about discounts, money off and new products from Very nice e-mail and text, unless you tell us you DO NOT want to hear about them, by ticking here. If you would like to receive offers from carefully selected 3rd parties, please tick here",Misdirection,1,1
現代奴隷法に対する透明性に関する声明 (opens in a new tab),Not Dark Pattern,0,0
"Clothes, Shoes & Accessories",Not Dark Pattern,0,0
Subscribe & Save (15%): $ 16.99,Misdirection,1,0
My AccountSign-in to your account,Not Dark Pattern,0,0
"We'd like to keep you informed via email about product updates, upgrades, special offers and pricing. If you do not wish to be contacted via email, please ensure that the box is not checked.",Misdirection,1,0
"BIG THANKS, I DON’T WANT 15% OFF",Misdirection,1,1
Limited Time Only - Up to 30% OFF Freshwater ! SHOP NOW >,Urgency,1,1
Book of Ours,Not Dark Pattern,0,1
All Brands A-Z ,Not Dark Pattern,0,0
2 people have looked at this in the last couple of hrs.,Social Proof,1,0
Only 1 Left in this Size!,Scarcity,1,0
Don't forget the essentials Get up to 2 years of accidental damage coverage with AppleCare+.,Misdirection,1,0
HURRY! 3 left in stock!,Scarcity,1,0
Choose Type of Cookies You Accept Using,Not Dark Pattern,0,0
All Cross Stitch Patterns,Not Dark Pattern,0,0
"By clicking Sign Up, you agree to receive marketing text messages from Southern Tide at the number provided, including messages sent by autodialer. Consent is not a condition of any purchase. Message and data rates may apply. Message frequency varies. Reply HELP for help or STOP to cancel. View our Privacy Policy and Terms of Service.",Not Dark Pattern,0,0
"1,446 people have viewed this item",Social Proof,1,0
2 PM 13:06:13,Urgency,1,1
Round Boards,Not Dark Pattern,0,0
"Only 1 left , In Stock",Scarcity,1,0
NEED ADDITIONAL INFORMATION,Not Dark Pattern,0,1
Professional Color Tool Kit / Addons,Misdirection,1,0
Only 9 left,Scarcity,1,0
Over 500 left in stock,Scarcity,1,0
We are currently accepting and processing orders the following:,Not Dark Pattern,0,1
Hurry !! Only 52 left in stock,Scarcity,1,0
 Rechargeable ,Not Dark Pattern,0,0
"No thanks, I don't want to miss my best",Misdirection,1,1
You have no items in your basket.,Not Dark Pattern,0,0
Only 11 left!,Scarcity,1,0
Hurry! Sale ends in:,Urgency,1,0
02 DAYS :23 HOURS :00 MINS :54 SECS,Urgency,1,0
8 people have guns in their bag right now.,Social Proof,1,1
Here to help,Not Dark Pattern,0,0
"Mounif in Pittsburgh, United States purchased",Social Proof,1,0
Why I don't want a discount,Misdirection,1,1
RGB Color Tool Kit / Addons,Misdirection,1,1
"NO THANKS, I'll MAKE FULL PRICE",Misdirection,1,1
WWE New Rules,Not Dark Pattern,0,1
Sale Ends in 3 days 14 hours 42 mins 53 sec,Urgency,1,1
We don't give out your details to third parties.,Not Dark Pattern,0,0
I always order from them! Such good quality for the price you pay! Will always be back!,Not Dark Pattern,0,0
Purchased 6 times this week.,Social Proof,1,0
NRA Fighting For Freedom,Not Dark Pattern,0,1
No reviews yet Submit a review,Not Dark Pattern,0,1
104 people viewed this product recently!,Social Proof,1,0
__________,Not Dark Pattern,0,0
You can feel confident that your new box each month is helping you celebrate pregnancy and protect your bump!,Not Dark Pattern,0,0
"No, thanks, I´d rather pay more",Misdirection,1,0
Barbour International,Not Dark Pattern,0,0
Latest looks from Myleene Klass Shop »,Not Dark Pattern,0,1
Someone added 1pc 4ocean natural stone beads beaded bracelet men boho handmade to their cart RIGHT NOW,Social Proof,1,0
PG G Skin Care for Incontinence,Not Dark Pattern,0,1
Fixes & Other Fixings,Not Dark Pattern,0,1
3DAYS124606,Urgency,1,0
A customer service specialist will contact you soon.,Not Dark Pattern,0,0
Military Discount Card,Not Dark Pattern,0,1
"No, thanks. I'd prefer not to save.",Misdirection,1,0
sales@ecklers.net,Not Dark Pattern,0,0
Q: Will this dye my hair?,Not Dark Pattern,0,1
Boys Green School Uniforms,Not Dark Pattern,0,0
"Armin Dinovic bought 10M Runescape 3 Gold Order total: 3,70€ About 10 seconds ago",Social Proof,1,0
"No, I don't feel lucky",Misdirection,1,0
Availability: Low Stock 4 Remaining,Scarcity,1,0
Temple Locks Ahead,Not Dark Pattern,0,1
🔥 9 people are viewing this.,Social Proof,1,0
 Lighting,Not Dark Pattern,0,0
"No Thanks, I Prefer Paying Full Price",Misdirection,1,0
22 people have looked at this part recently,Social Proof,1,0
Pre-order 3 left,Scarcity,1,0
Contact Support Team,Not Dark Pattern,0,1
"For a limited time, buy 2 Hydroxycut Hardcore Elite, 30 Servings for $30!",Urgency,1,0
Short Story,Not Dark Pattern,0,1
What treats can I use?,Not Dark Pattern,0,0
My Story,Not Dark Pattern,0,0
QUICK! ONLY 1 LEFT IN STOCK,Scarcity,1,0
We use cookies to give you the best experience possible. No personal information is stored. Using this website means that you are ok with this cookie policy.,Not Dark Pattern,0,0
 Read More ,Not Dark Pattern,0,0
 Watches & Accessories ,Not Dark Pattern,0,0
" To enable notifications, click 'Allow' when prompted. ",Not Dark Pattern,0,0
Only 3 Left,Scarcity,1,0
Only 8 items left in stock!,Scarcity,1,0
Your cart is reserved for 09:35 minutes.,Urgency,1,0
 CAMILLA World ,Not Dark Pattern,0,0
Long Sleeves Nightwear,Not Dark Pattern,0,0
DON'T MISS ON THESE NEW ITEMS / DON'T MISS ON OUR TABLE DECORATION SYSTEM,Misdirection,1,1
"No, I don't want a tattoo",Misdirection,1,1
"Someone in Byron Bay, NSW just bought",Social Proof,1,0
Custom Mounted Air Conditioners,Not Dark Pattern,0,1
Graduations,Not Dark Pattern,0,0
0 TOTAL HOURS13 MINUTES21 SECONDS,Urgency,1,1
You can express your preference here Shop for Select an age,Not Dark Pattern,0,1
7 users have looked at this product in the past 6 minutes,Social Proof,1,0
Hurry Low Stock,Scarcity,1,0
Quick Navigation,Not Dark Pattern,0,0
 View All Home Office Furniture ,Not Dark Pattern,0,0
"SALE ENDS IN 19 DAYS, 9 HOURS, 50 MINUTES, 54 SECONDS",Urgency,1,0
 View All Shoes ,Not Dark Pattern,0,0
Romantic Ball Gown Tulle Spaghetti Sleeveless Tier Flower Dirl Dress,Not Dark Pattern,0,0
Auto Delivery Program,Not Dark Pattern,0,0
Yes! Upgrade my purchase,Misdirection,1,0
Towel Rails & Racks,Not Dark Pattern,0,0
U.S. Vape Mail Ban FAQs,Not Dark Pattern,0,0
3 Left!,Scarcity,1,0
"BIG THANKS, I DON'T WANT TO SAVE MONEY",Misdirection,1,1
"Ends in 1 Days, 4 Minutes, 44 Seconds",Urgency,1,0
Icon ic Socks - Black/Green,Not Dark Pattern,0,1
00DAYS02HRS14MINS1211SEC OND,Urgency,1,1
Celebrity Synthetic Beauty,Not Dark Pattern,0,1
SAVE 10% On All Orders. No Voucher Option Needed Expires in 18:07:59.,Urgency,1,1
Someone in New Lynn bought a Kogan A1 Earphones Wireless Inline Control for IOS/Android 1 hour ago.,Social Proof,1,1
@elsieandpresley_ got some fantastic color results with our Liquid Color Wax. Well done 👏,Not Dark Pattern,0,1
"No Thanks, I Don't Want To Save",Misdirection,1,0
Hurry only 8 items left!,Scarcity,1,0
How to unlock your mystery offer,Misdirection,1,1
Elegant A Line Chiffon V-neck Long Sleeve Bridesmaid Dress with Pleats and Ruching,Not Dark Pattern,0,0
No thanks! I don't like deals,Misdirection,1,0
"No thanks, I'll pay full price!",Misdirection,1,0
IN 43 PEOPLE'S SHOPPING BAG,Social Proof,1,0
"No Thanks, I'll let this offer sail away",Misdirection,1,0
Rose Gold Shoes,Not Dark Pattern,0,0
Don't miss out! We've sold 38 in the last 10 days.,Social Proof,1,1
Hurry! Only 1 Left In Stock,Scarcity,1,0
Super Soft Cleansing Wipes,Not Dark Pattern,0,1
People also buy this with,Misdirection,1,0
Add to Your Site and We'll Ship it For Free!,Misdirection,1,1
Only 1 Left !,Scarcity,1,0
DON'T MISS ON THESE AWESOME ITEMS / DON'T MISS ON OUR TABLE DECORATION SYSTEM,Misdirection,1,0
Heat Mats & Accessories,Not Dark Pattern,0,1
"Someone from Rochedale, Queensland, Australia started buying this!",Social Proof,1,0
Your order is reserved for 09:45 minutes!,Urgency,1,0
"Hurry, only 5 left",Scarcity,1,0
Don't Know Pincode?,Not Dark Pattern,0,0
All Little Boys Clothing,Not Dark Pattern,0,0
What about these?,Misdirection,1,1
"Items in your cart are in high demand, but we have reserved your order.",Scarcity,1,0
 Apple iPhone X » ,Not Dark Pattern,0,0
Boys Shorts,Not Dark Pattern,0,0
 Optimized Patch System ,Not Dark Pattern,0,0
Macro Focussing Rails,Not Dark Pattern,0,0
Concrete Tools,Not Dark Pattern,0,0
Limited Quantity,Scarcity,1,0
My Account ,Not Dark Pattern,0,0
Stay with us in India,Not Dark Pattern,0,0
Product Recycling,Not Dark Pattern,0,0
Issue #2 Code Machine Offer - Limited time offer!,Urgency,1,1
"Someone in Paris, France just purchased a Kanpeki Knife Set",Social Proof,1,0
Game Extraction & Prep,Not Dark Pattern,0,0
Memory Cards Edit,Not Dark Pattern,0,1
"To start your return, simply click on the following button and add your return details. Once the form is filled, you will receive an email with shipping instructions for how to ship the item(s) to our warehouse.",Not Dark Pattern,0,0
ONLY 1 LEFT!,Scarcity,1,0
"Mother’s Day is undoubtedly a significant occasion for all mothers. But, for the new moms, it is even more special. If you........... Read More...",Not Dark Pattern,0,0
OFFER ENDS 00:54:59,Urgency,1,0
Really good quality contacts and they work well on my eyes. Would definitely order again!!!!,Not Dark Pattern,0,0
2 viewed per hour,Social Proof,1,0
Only 4 unit(s) available!,Scarcity,1,0
Platinum-Dipped Rose,Not Dark Pattern,0,0
Already have an account?,Not Dark Pattern,0,0
 Summer Casual Printed Short Sleeve T-Shirt ,Not Dark Pattern,0,0
! Take 10% off Your First Order Deal Expires Soon!,Urgency,1,1
Only 5 Left in Stock. Buy Soon!,Scarcity,1,0
Contact Sarah Washer,Not Dark Pattern,0,1
AccessoriesCar AccessoriesDressesFootwearHome & OfficeJacketsLawn & OutdoorsPantsPolosShirts & SweatersShortsSleepwear & UnderwearSwim CollectionTailgatingSale Items- View All -,Not Dark Pattern,0,0
 Shop ,Not Dark Pattern,0,0
"No thanks, I forgot cool stuff",Misdirection,1,1
 Subscribe! Don’t be caught empty handed ,Not Dark Pattern,0,0
I HAVE TO PAY MORE LATER ;),Misdirection,1,1
About Cheryl's Business Gifts,Not Dark Pattern,0,0
HIGH DEMAND,Scarcity,1,0
Strong demand! Complete your order before it's too late!,Scarcity,1,0
Bike Parts & Components,Not Dark Pattern,0,0
"No thanks, I’ll skip this amazing super-saver deal. I don’t need so many beautiful textures",Misdirection,1,0
ONLY A FEW LEFT IN STOCK,Scarcity,1,0
Your order is reserved for 19:57 PM,Urgency,1,1
Want Free Shipping?,Misdirection,1,0
"No thanks, I refuse to pay full price",Misdirection,1,1
"NA-KD, White",Not Dark Pattern,0,0
Only 3 left in stock.,Scarcity,1,0
"Tristan in Markham, Canada purchased Double Dragon Baseball Jersey",Social Proof,1,1
 Riding Culture Neue Lifestyle-Marke bei motoin ,Not Dark Pattern,0,0
 V-neck Casual Loose Vintage Print Short Sleeve T-shirt ,Not Dark Pattern,0,0
Shop all interactive whiteboards,Not Dark Pattern,0,0
Surgical & Face Surgery,Not Dark Pattern,0,1
 Show Password ,Not Dark Pattern,0,0
Extra Soft Cleansing Wipes,Not Dark Pattern,0,0
Days Duration until the offer ends: 00 Days 04:43:35,Urgency,1,1
" Port, Sherry & Sweet Wine ",Not Dark Pattern,0,0
Red Tops,Not Dark Pattern,0,0
© Night Vision,Not Dark Pattern,0,1
No thanks. I'd rather pay the price.,Misdirection,1,1
Girls Trousers,Not Dark Pattern,0,0
3 people are looking at this product,Social Proof,1,0
 All Personalised Gifts ,Not Dark Pattern,0,0
Made with Super Citrimax,Not Dark Pattern,0,1
Add to Your Gift and We'll Ship it For Free!,Misdirection,1,0
The Wizard of Oz,Not Dark Pattern,0,0
Someone in Pittsworth bought a Ultimate COLT Anal Training Kit 2 hours ago,Social Proof,1,0
Scarves & Hats,Not Dark Pattern,0,1
OUR BEST SELLING GOGGLE,Misdirection,1,0
Butterscotch Cakes Cookies,Not Dark Pattern,0,1
(LIMITED TIME OFFER) TORSION GUN HOLSTER SUPER COMBO,Urgency,1,0
Accuscreens,Not Dark Pattern,0,0
Prices shown for delivery to JAPAN Change delivery country,Not Dark Pattern,0,0
 Women's Summer New Clerk Large Size Loose Cotton And Linen Blouse ,Not Dark Pattern,0,0
Clearance Optic Accessories Deals,Not Dark Pattern,0,0
Days left until the offer ends: 00 Days 04:43:35,Urgency,1,0
Top Picks: Skin Care for Incontinence,Not Dark Pattern,0,1
Theresa from Botkins just bought Panoply 14918 A-line Lace Formal Dress,Social Proof,1,0
Sara from Philadelphia just saved $68 on her order.,Social Proof,1,0
 First to know about upcoming tastings & events ,Not Dark Pattern,0,0
3 people are looking at this ...,Social Proof,1,1
BreakThrough,Not Dark Pattern,0,0
 Brand case & cloth included ,Not Dark Pattern,0,0
ONLY ONLY FOR A LIMITED TIME,Urgency,1,1
 Bra Panty Set ,Not Dark Pattern,0,0
Bob's Outreach Program,Not Dark Pattern,0,1
11 11 Hours: 00 22 Minutes: 3223 3223 Seconds Sale Ends Once The Timer Hits Zero!,Urgency,1,0
8 customers have enrolled today,Social Proof,1,1
Crochet Baby Patterns,Not Dark Pattern,0,0
Rivers and Mounts,Not Dark Pattern,0,1
"Happiness is to hold flowers in both hands. Furthermore, flowers make for an integral part of all celebrations and celebrations........ Read More...",Not Dark Pattern,0,1
Home + Tech Almost Gone,Not Dark Pattern,0,0
FootwearHome & Office,Not Dark Pattern,0,0
What Are Healing Crystals?,Not Dark Pattern,0,0
What could have caused this?,Not Dark Pattern,0,0
"NO THANKS, I DON'T WANT 20% OFF MY ASS",Misdirection,1,1
"Sabrina in Paraparaumu, New Zealand purchased a SCHO-KA-KOLA Schokakola Chocolate Chocolate caffeine snack food MRE caffeinated",Social Proof,1,1
 Cable Winders ,Not Dark Pattern,0,0
5338 people viewed this in the last hour,Social Proof,1,0
Download Now,Not Dark Pattern,0,0
Sale Womens Clothing,Not Dark Pattern,0,0
8 items left,Scarcity,1,0
"Israël in Metz, France purchased a More ADVANCED Chord Substitutions",Social Proof,1,0
 Tony Bianco ,Not Dark Pattern,0,0
I don't want to save money,Misdirection,1,0
Wall Mounted Air Conditioners,Not Dark Pattern,0,0
OFFER ENDS: 09h: 09m: 55s: 0,Urgency,1,0
Laundry Care,Not Dark Pattern,0,0
 My Project Lists ,Not Dark Pattern,0,0
"An item you ordered is in high demand. No worries, we have prioritized your order.",Scarcity,1,0
cookie host,Not Dark Pattern,0,0
Hurry up! Discount Ends in DAYS HRS MINS SECS,Urgency,1,0
Custom Kids Headwear,Not Dark Pattern,0,0
Get 20% off Sample Doors! ×Offer Ends In 58 : 29 Use Promo Code sample20off,Urgency,1,0
Only 4 left In Stock,Scarcity,1,0
"No Thanks, I Don't Want Any Discount",Misdirection,1,1
 All Shoes ,Not Dark Pattern,0,0
Either because we're updating the site or because someone spilled coffee on it again. We'll be back just as soon as we finish the update or clean up the coffee.,Not Dark Pattern,0,0
"James in Cashion, Oklahoma just bought Glossy Black Brick Geode / Amber Gradient Fast Lanes",Social Proof,1,0
I DON'T LIKE FREE AND NO THANKS,Misdirection,1,1
11 11 Hours: 00 22 Minutes: 3223 3223 Total,Urgency,1,1
World of Warcraft,Not Dark Pattern,0,1
"Nah, I'll pay full price",Misdirection,1,0
Upright Plants Edit,Not Dark Pattern,0,1
"No thanks, I’ll skip this amazing Photoshop deal. I don’t need so many beautiful textures",Misdirection,1,1
Deal Ends In 2 FULL DAYS13 : HRS10 : MIN24 SEC,Urgency,1,1
Baby Size Guide,Not Dark Pattern,0,0
Photography Projector,Not Dark Pattern,0,0
"Clothes, Clothing & Accessories",Not Dark Pattern,0,1
Fave Me GrabPay,Not Dark Pattern,0,1
"LIMITED TIME OFFER 10% OFF - ENTER CODE \""CASES\"" AT CHECKOUT",Urgency,1,0
No doubt I'll pay full price!,Misdirection,1,1
Hurry! This special sale ends in 2h 42m 0s,Urgency,1,0
Unique and personalized products to wear as yourself.,Not Dark Pattern,0,1
4 people are looking at this right now.,Social Proof,1,0
Did you know we have an app? Create shareable art and custom PopSockets designs with our unique image editing tools.,Not Dark Pattern,0,0
Collegiate Shooting Programs,Not Dark Pattern,0,0
No thanks. I prefer paying full price.,Misdirection,1,0
"The Dry Direct Ultimate is a great product, the best we have found. Customer service is very efficient, and deliveries have always been on time. We are very satisfied with Parentgiving in all aspects.",Not Dark Pattern,0,0
Your first payment will be due on the day of your purchase.*,Not Dark Pattern,0,0
Hurry! Only 6 left in stock!,Scarcity,1,0
Natural Hair Extensions,Not Dark Pattern,0,1
Massive Tax Day Sale See Discounts! Sale ends in,Urgency,1,1
Wait! Take 10% off Your First Order Deal Expires Soon!,Urgency,1,0
"No thanks, I like paying full price",Misdirection,1,0
Hurry up! Only 11 items left,Scarcity,1,0
Highline Aluminum Wheel Bag,Not Dark Pattern,0,1
9 people are currently viewing this product,Social Proof,1,0
QUANTITY: *ONLY 1 LEFT,Scarcity,1,0
"no thanks, I'll save money another time",Misdirection,1,1
Hand & Foot Skin Care,Not Dark Pattern,0,0
WilmaNorth Carolina,Not Dark Pattern,0,0
31 people seeing this product right now,Social Proof,1,0
BABY BOYSShoesClothingAccessories,Not Dark Pattern,0,0
HURRY! EXCLUSIVE DEAL FOR YOU! 1 4 : 4 5,Urgency,1,0
 Tights ,Not Dark Pattern,0,0
 End Tables,Not Dark Pattern,0,0
Outdoor Recreation Area,Not Dark Pattern,0,1
LOGIN/REGISTER,Misdirection,1,0
New In Special Occasion,Not Dark Pattern,0,0
Root Touch Up + Brow Filler,Not Dark Pattern,0,0
404 Orders,Social Proof,1,0
Shop now. Pay later. Always !,Not Dark Pattern,0,1
"No Thanks, I don't want official software at the same price.",Misdirection,1,1
only 2 left in stock,Scarcity,1,0
jennifer just bought Rainbow Moonstone Purple Heartabout 6 hours ago,Social Proof,1,1
LIMITED TIME ONLY *on select models,Urgency,1,0
"No, I just want a discount",Misdirection,1,1
Save yourself a bargain!,Misdirection,1,1
Limited time - Free Shipping on all orders*,Urgency,1,0
Limited time remaining!,Urgency,1,0
LIMITED TIME LEFT! 00 : 46 : 11,Urgency,1,0
"No thanks, I 'd like savings",Misdirection,1,1
7 sold in last 24 hours,Social Proof,1,0
Shop Plus Shorts by Pattern,Not Dark Pattern,0,0
Party & Birthday Novelties,Not Dark Pattern,0,0
NRA Annual Meetings & Exhibits,Not Dark Pattern,0,0
> Optics >,Not Dark Pattern,0,1
Need Free Shipping?,Misdirection,1,1
ADD ITION MOST COMFORTABLE CHAIRS,Misdirection,1,1
"No thanks, I don't like getting stupid stuff.",Misdirection,1,1
" Paper, Pads & Blocks Toggle category Paper, Pads & Blocks ",Not Dark Pattern,0,0
Tickets sold in last 24 hours,Social Proof,1,1
What could have caused ?,Not Dark Pattern,0,1
Discount pending $10 at 00:30:00,Urgency,1,1
Only 3 pieces in stock!,Scarcity,1,0
International Shipping Lines,Not Dark Pattern,0,1
"no thanks, lets save money another day",Misdirection,1,1
Items in your cart are selling fast,Scarcity,1,0
Food & Air Treatment,Not Dark Pattern,0,1
 By Doug,Not Dark Pattern,0,0
Time remaining: TBA,Urgency,1,1
"No thank you, I prefer to pay full price",Misdirection,1,0
0011Days:0088Hours:4411Minutes:21125445Seconds elapsed,Urgency,1,1
0 DAYS22 HOURS13 MINUTES21 SECONDS,Urgency,1,0
"Jessica in Orange, United States purchased Vintage Black 1920s Sequin Maxi Flapper Dress 12 minutes ago",Social Proof,1,1
OFFER EXPIRES IN: YES NO Want 10% Off Your First Order? 7 minutes 35 seconds,Urgency,1,0
My Reviews,Not Dark Pattern,0,0
Graphic Tanks,Not Dark Pattern,0,0
List Price: $172.00,Misdirection,1,1
No money I don’t want to save,Misdirection,1,1
LAST CHANCE TO SAVE... enter your email to Save 20% on your first order 00 hours :29 minutes :43 seconds,Urgency,1,0
Clear filter,Not Dark Pattern,0,0
info@chainedandable.com </s>,Not Dark Pattern,0,1
"Only available for a LIMITED TIME, so get yours TODAY!",Urgency,1,0
Shop By Brands,Not Dark Pattern,0,0
 Please try again ,Not Dark Pattern,0,0
How about these?,Misdirection,1,0
"Jeremy in Stockton, United States purchased a",Social Proof,1,0
Your cart is reserved for 30 minutes.,Urgency,1,1
· Divine Healing,Not Dark Pattern,0,1
"2,229 people have viewed this item",Social Proof,1,0
NO WAY I DON'T LIKE FREE STUFF,Misdirection,1,1
"LIMITED TIME - BUY THE NEW PURPLE PLUSH PILLOW, GET IT FREE",Urgency,1,1
 Every bicycle tells a story ,Not Dark Pattern,0,0
78 Persons looking for this product,Social Proof,1,0
Other 2 customers have it in their cart.,Social Proof,1,0
24 people have purchased this wine today,Social Proof,1,0
Key Coats and Jackets,Not Dark Pattern,0,1
Diamond Nose Studs,Not Dark Pattern,0,0
Accent Chairs,Not Dark Pattern,0,0
320 items left,Scarcity,1,0
Did you know we have an app? Create shareable art and custom PopSockets designs using our unique image editing tools.,Not Dark Pattern,0,1
Only 1 items left,Scarcity,1,0
HAUTELOOK 04:53,Urgency,1,0
Offer kicks in,Urgency,1,1
Most of our orders are for repeat customers.,Not Dark Pattern,0,1
SAVE FOR limited time,Urgency,1,1
"Flash Sale ! You can now buy Utorch Corridor Porch Aisle Lights from Gearbest.com for only $7.99 (47% off). Hurry up, limited time offer!",Urgency,1,1
We value your input. Share your review so everyone else can enjoy it too.,Not Dark Pattern,0,0
Mallet E Speed Lace - VIDEO,Not Dark Pattern,0,1
Want a special deal? Bundle and SAVE UPTO30%,Misdirection,1,0
THE SET INCLUDES:,Not Dark Pattern,0,0
Why buy from Amazon,Not Dark Pattern,0,1
HURRY! ONLY 14 LEFT IN STOCK.,Scarcity,1,0
 PopGrip Antimicrobial Refine by Product Type: PopGrip Antimicrobial ,Not Dark Pattern,0,0
Short Sleeve T-Shirts ,Not Dark Pattern,0,0
Trending Style! Sold 4 times today,Social Proof,1,0
41 people have looked at this in the last couple of hours,Social Proof,1,0
Your Cart Will Expire In 09:58 minutes!Please note that these items may not be available again if you release them.,Urgency,1,0
6 other people looking at this item,Social Proof,1,0
Converse,Not Dark Pattern,0,0
Security Cameras,Not Dark Pattern,0,0
"Natalie in Graham, United States purchased a FREE BTS Answer Magic Pillow about 1 hour ago",Social Proof,1,0
Brass Shankh avan,Not Dark Pattern,0,1
Ends Sunday! $200 off any mattress . free shipping & free returns!,Urgency,1,0
 Sign In With Google ,Not Dark Pattern,0,0
"Another babe in Alexandria, United States just ordered Flat Tummy Tea",Social Proof,1,0
"Abbie in Calwell, Australia purchased Shark Bite Socks about 1 hour ago",Social Proof,1,0
Limited quantity available,Scarcity,1,0
In demand,Scarcity,1,0
Only 2 left in stock. Make it yours.,Scarcity,1,0
Shop Disposables,Not Dark Pattern,0,0
Black Jeans uits,Not Dark Pattern,0,1
Devices ,Not Dark Pattern,0,0
DressesFootwearHatsHoodies & SweatshirtsJerseysPantsSleepwear & UnderwearSwim CollectionT-ShirtsSale Items- View All -,Not Dark Pattern,0,0
Only 1 left In Stock,Scarcity,1,0
 Summer Simple Breathable Socks ,Not Dark Pattern,0,0
Kimberly R.,Not Dark Pattern,0,0
"Special Thanks, I Don't Want a Free Gift",Misdirection,1,1
Your order is prioritized for 13:22 minutes!,Urgency,1,0
to resolve the dispute or,Not Dark Pattern,0,1
Use the domain shortly after payment,Not Dark Pattern,0,0
87% offers claimed. Hurry up!,Scarcity,1,0
1626 people seeing this product right now,Social Proof,1,0
"Someone in Vancouver, Washington purchased a Orthofeet al Orthotic Insoles about 38 minutes",Social Proof,1,1
Time ends 0Hours:04Minutes:46Seconds,Urgency,1,1
"GRACE from ORLANDO, United States bought Camouflage Jumpsuit 31 minutes ago",Social Proof,1,0
Customer also shopped .,Misdirection,1,1
Only 4 left at this price,Scarcity,1,0
Shotgun Bore Mops,Not Dark Pattern,0,0
 JOINT Oil ,Not Dark Pattern,0,0
 You can change your preference here Shop for Select an age ,Not Dark Pattern,0,0
"from Korea, South",Not Dark Pattern,0,0
Livefood Subscription,Not Dark Pattern,0,0
Article ends soon:,Urgency,1,1
 Rudraksha Recommendations ,Not Dark Pattern,0,0
"Born for adventures across land, desert, and ice. Cruise over Tarmac-free roads or adapt it to be a 'do anything' commuter.",Not Dark Pattern,0,1
Nightforce New Year 2017,Not Dark Pattern,0,1
Sign up! Sale Ends in,Urgency,1,1
Items reserved for 15:00,Urgency,1,0
WhiteBoho Rose mary and Sham Set,Not Dark Pattern,0,1
Plus Size Baby Jeans,Not Dark Pattern,0,1
Earn FanCash on all purchases!,Not Dark Pattern,0,0
View All Home Accents,Not Dark Pattern,0,0
 Sustainably made,Not Dark Pattern,0,0
"No Thanks, I rather pay full price",Misdirection,1,0
 Choosing the Best Plus Size Briefs ,Not Dark Pattern,0,0
Kyanite Beads Collection,Not Dark Pattern,0,1
Looking at your order history?,Not Dark Pattern,0,1
210+ bought,Social Proof,1,0
"Crystal Li in Flushing, United States via a",Social Proof,1,1
"No thanks, please pay full price!",Misdirection,1,1
Back Yard & Spa,Not Dark Pattern,0,0
Limited time slot,Urgency,1,1
Charleston Gazette,Not Dark Pattern,0,1
"50% OFF Everything (yep, even sale) + $5.99 Shipping* ENDS IN 12h 13m 56s",Urgency,1,0
"NEW COMPETITION $1,299.99",Misdirection,1,1
Sale ends soon,Urgency,1,0
Limited Time Only - Up to 50 OFF Freshwater Plants! SHOP NOW >,Urgency,1,1
SAVE $200 OFF PUFFY,Urgency,1,0
Bottoms Deals,Not Dark Pattern,0,0
"PROTECT YOUR SOFA! Your Humblebum Sofa in Thatch house fabric will look wicked! Why not add Castelan Fabric Protection to cover your new squish machine against wine spillages, messy TV dinners, and other disasters for just just £80?",Misdirection,1,0
 Menstrual Products ,Not Dark Pattern,0,0
Availability: Low Stock,Scarcity,1,0
"Crystal Li in Flushing, United States purchased a",Social Proof,1,0
 Love the way you pay ,Not Dark Pattern,0,0
 Most-Hearted Styles Shop Now ,Not Dark Pattern,0,0
Lens : Washer,Not Dark Pattern,0,1
"SALE ENDS IN 19 DAYS, 9 HOURS, 50 TOTAL 54 SECONDS",Urgency,1,1
I have not had my hair so soft and shiny in such a long time and my grey was completely covered! So incredibly happy.,Not Dark Pattern,0,0
"If you click continue below we will be happy to tell you about discounts, money off and new products from Very by e-mail and text,
unless you tell us you DO NOT want to hear about them, by ticking here.
If you would like to receive offers from carefully selected 3rd parties, please tick here",Misdirection,1,0
 Football Boots ,Not Dark Pattern,0,0
 Coffee ,Not Dark Pattern,0,0
113 people have viewed in the last 24hrs,Social Proof,1,0
"Michael in Pontiac, United States purchased a  ",Social Proof,1,0
Shop All Golf Balls,Not Dark Pattern,0,0
Holland Cooper,Not Dark Pattern,0,0
Custom Board Quote,Not Dark Pattern,0,0
 Our Carbon Footprint ,Not Dark Pattern,0,0
Celebrity Synthetic Wigs,Not Dark Pattern,0,0
