global_cluster_id,canonical_norm_global,canonical_example_global,total_collapsed_count,n_members,majority_predicate,is_mixed_predicates
97,continue to claim your loyalty bonus auto applies at checkout,Continue to claim your loyalty bonus auto applies at checkout,1,1,Pressured Selling,0
99,continue to claim your discount voucher auto applies at checkout,Continue to claim your discount voucher auto applies at checkout,1,1,Pressured Selling,0
106,we have set recommended extras you can remove later,We have set recommended extras you can remove later,1,1,Pressured Selling,0
100,congratulations you qualify to receive rechargeable <num> -function bullet vibe for free,Congratulations! You qualify to receive Rechargeable 10-Function Bullet Vibe for FREE!,1,1,Pressured Selling,0
101,competitor price <num>,Competitor Price: $172.00,1,1,Pressured Selling,0
102,compare at,Compare at,1,1,Pressured Selling,0
103,cashback reward unlocked selection is already chosen for you,cashback reward unlocked selection is already chosen for you,1,1,Pressured Selling,0
104,by proceeding you will keep the current promotional rate,By proceeding you will keep the current promotional rate,1,1,Pressured Selling,0
105,we have applied the optimal settings automatically,We have applied the optimal settings automatically,1,1,Pressured Selling,0
200,continue to keep your cashback reward going back may remove it,Continue to keep your cashback reward going back may remove it,1,1,Trick Questions,0
201,continue to confirm your basic plan you can downgrade later,Continue to confirm your Basic plan you can downgrade later,1,1,Trick Questions,0
202,continue to claim your cashback reward auto applies at checkout,Continue to claim your cashback reward auto applies at checkout,1,1,Trick Questions,0
312,select view offers to keep current premium,Select View offers to keep current Premium,1,1,Trick Questions,0
296,add priority support for the full experience pre selected,Add priority support for the full experience pre selected,1,1,Pressured Selling,0
297,don t forget the essentials get up to <num> years of accidental damage coverage with applecare,Don't forget the essentials Get up to 2 years of accidental damage coverage with AppleCare+.,1,1,Pressured Selling,0
298,add to your gift and we ll ship it for free,Add to Your Gift and We'll Ship it For Free!,1,1,Pressured Selling,0
299,advanced settings are available after purchase,Advanced settings are available after purchase,1,1,Pressured Selling,0
300,apply best settings automatically recommended,Apply best settings automatically recommended,1,1,Pressured Selling,0
301,before you check out can we tempt you,"Before you check out, can we tempt you?",1,1,Pressured Selling,0
302,add insurance is selected by default recommended,Add insurance is selected by default recommended,1,1,Pressured Selling,0
303,continue to confirm your pro plan you can downgrade later,Continue to confirm your Pro plan you can downgrade later,1,1,Pressured Selling,0
304,continue with annual to keep our most popular choice,Continue with Annual to keep our most popular choice,1,1,Pressured Selling,0
305,continue with annual to keep top rated for reliability,Continue with Annual to keep top rated for reliability,1,1,Pressured Selling,0
306,add world s most comfortable chairs,ADD WORLD'S MOST COMFORTABLE CHAIRS,1,1,Pressured Selling,0
307,continue with basic to keep top rated for reliability,Continue with Basic to keep top rated for reliability,1,1,Pressured Selling,0
308,continue with enterprise to keep best value for money,Continue with Enterprise to keep best value for money,1,1,Pressured Selling,0
309,continue with enterprise to keep recommended by experts,Continue with Enterprise to keep recommended by experts,1,1,Pressured Selling,0
310,skip step appears after you click continue,Skip step appears after you click Continue,1,1,Trick Questions,0
295,add on something to make it extra special,Add on something to make it extra special!,1,1,Pressured Selling,0
294,add gift wrap for the full experience pre selected,Add gift wrap for the full experience pre selected,1,1,Pressured Selling,0
293,continue to confirm your premium plan you can downgrade later,Continue to confirm your Premium plan you can downgrade later,1,1,Pressured Selling,0
284,optional extended warranty is included remove to proceed without it,Optional extended warranty is included remove to proceed without it,1,1,Pressured Selling,0
278,let s make sure you have everything else you need,Let's make sure you have everything else you need,1,1,Pressured Selling,0
279,limited time offer grab a matching pair save up <num>,LIMITED TIME OFFER : Grab a Matching Pair & save up 60%!,1,1,Pressured Selling,0
280,limited-time offer bundle a base and get <num> off,Limited-time Offer: Bundle a base and get 20% off,1,1,Pressured Selling,0
281,nice choice did you know you re missing out on these deals with the item in your cart suit shirt tie now <num> - shop suits shirts and ties or get <num> suit packages for <num>,"Nice choice. Did you know you’re missing out on these deals with the item in your cart. Suit + Shirt + Tie now $599.99* - Shop Suits, Shirts and Ties Or Get 2 Suit Packages for $1100*",1,1,Pressured Selling,0
282,no usb or y-adapter our usb sound card is highly recommended for pc mac linux windows and works with current gen consoles the y adapter is recommended for console gaming phone or other trrs jacks,"No USB or Y-Adapter!? Our USB Sound Card is highly recommended for PC (Mac/Linux/Windows) and works with current gen consoles. The Y adapter is recommended for console gaming, phone, or other TRRS jacks.",1,1,Pressured Selling,0
283,keep extra coupon active by clicking subscribe,Keep extra coupon active by clicking Subscribe,1,1,Pressured Selling,0
285,fanstastic deals,FANSTASTIC DEALS,1,1,Pressured Selling,0
292,add for better results,ADD FOR BETTER RESULTS,1,1,Pressured Selling,0
286,how about one of these hot sellers,How about one of these hot sellers?,1,1,Pressured Selling,0
287,grab yourself a bargain,Grab yourself a bargain!,1,1,Pressured Selling,0
288,glassguard warranty do not fear breaking your glass add our glassguard warranty policy for just <num> and we ll insure this purchase,GlassGuard Warranty Do not fear breaking your glass! Add our GlassGuard warranty policy for just $3.85 and we'll insure this purchase.,1,1,Pressured Selling,0
289,no thanks i don t like promotions and exclusive content,"No thanks, I don't like promotions and exclusive content.",1,1,Confirmshaming,0
290,add extended warranty for the full experience pre selected,Add extended warranty for the full experience pre selected,1,1,Pressured Selling,0
291,add extra storage for the full experience pre selected,Add extra storage for the full experience pre selected,1,1,Pressured Selling,0
311,skip step appears after you click apply coupon,Skip step appears after you click Apply coupon,1,1,Trick Questions,0
313,select view offers to keep current enterprise,Select View offers to keep current Enterprise,1,1,Trick Questions,0
276,keep vip access active by clicking apply coupon,Keep VIP access active by clicking Apply coupon,1,1,Pressured Selling,0
314,uncheck the box if you prefer not to receive email updates,Uncheck the box if you prefer not to receive email updates.,1,1,Trick Questions,0
334,exclusive access unlocked selection is already chosen for you,exclusive access unlocked selection is already chosen for you,1,1,Pressured Selling,0
335,continue with premium to keep easiest to set up,Continue with Premium to keep easiest to set up,1,1,Pressured Selling,0
336,continue with pro to keep recommended by experts,Continue with Pro to keep recommended by experts,1,1,Pressured Selling,0
337,tick here if you do not want to receive promotional offers by post tick here if you do wish to receive promotional offers by email and or sms tick here if you would like to receive offers from selected third parties,Tick here if you do not want to receive Promotional Offers by Post Tick here if you do wish to receive Promotional Offers by email and/or SMS Tick here if you would like to receive Offers from selected third parties,1,1,Trick Questions,0
338,customer also shopped for,Customer also shopped for,1,1,Pressured Selling,0
339,default plan set to annual for a better experience,Default plan set to Annual for a better experience,1,1,Pressured Selling,0
340,default plan set to business for a better experience,Default plan set to Business for a better experience,1,1,Pressured Selling,0
341,default plan set to plus for a better experience,Default plan set to Plus for a better experience,1,1,Pressured Selling,0
342,did you know that shaver heads need replacing every <num> - <num> months get the shaver guard cleaning spray to extend its life for up to another <num> months,Did you know that Shaver heads need replacing every 12 - 18 months? Get the Shaver Guard cleaning spray to extend its life for up to another 6 months!,1,1,Pressured Selling,0
343,continue with pro to keep easiest to set up,Continue with Pro to keep easiest to set up,1,1,Pressured Selling,0
344,your wireless earbuds includes priority support unless removed,Your wireless earbuds includes priority support unless removed,1,1,Pressured Selling,0
345,agree and continue keeps your current benefits,Agree and continue keeps your current benefits,1,1,Trick Questions,0
346,customers also bought,Customers also bought,1,1,Pressured Selling,0
347,no thanks i don t like good deals,"No thanks, I don't like good deals.",1,1,Confirmshaming,0
348,no thanks i don t want deals,No thanks. I don’t want deals.,1,1,Confirmshaming,0
333,continue with plus to keep our most popular choice,Continue with Plus to keep our most popular choice,1,1,Pressured Selling,0
332,continue with plus to keep best value for money,Continue with Plus to keep best value for money,1,1,Pressured Selling,0
331,continue with monthly to keep recommended by experts,Continue with Monthly to keep recommended by experts,1,1,Pressured Selling,0
321,savings applied at pop up sign up to finalize,Savings applied at pop up Sign up to finalize,1,1,Trick Questions,0
315,select view offers to keep current business,Select View offers to keep current Business,1,1,Trick Questions,0
316,select view offers to keep current annual,Select View offers to keep current Annual,1,1,Trick Questions,0
317,skip step appears after you click next,Skip step appears after you click Next,1,1,Trick Questions,0
318,savings applied at push notification get deal to finalize,Savings applied at push notification Get deal to finalize,1,1,Trick Questions,0
319,savings applied at product page apply coupon to finalize,Savings applied at product page Apply coupon to finalize,1,1,Trick Questions,0
320,savings applied at pop up subscribe to finalize,Savings applied at pop up Subscribe to finalize,1,1,Trick Questions,0
322,savings applied at mobile app apply coupon to finalize,Savings applied at mobile app Apply coupon to finalize,1,1,Trick Questions,0
330,continue with family to keep our most popular choice,Continue with Family to keep our most popular choice,1,1,Pressured Selling,0
323,savings applied at checkout checkout to finalize,Savings applied at checkout Checkout to finalize,1,1,Trick Questions,0
325,promo applied taxes and transaction fee may be shown at checkout,Promo applied Taxes and transaction fee may be shown at checkout,1,1,Trick Questions,0
326,savings applied at push notification apply coupon to finalize,Savings applied at push notification Apply coupon to finalize,1,1,Trick Questions,0
327,want free shipping,Want Free Shipping?,1,1,Trick Questions,0
328,spin to unlock your mystery offer,Spin to unlock your mystery offer,1,1,Trick Questions,0
329,to access the discount agree to terms on the next page,To access the discount agree to terms on the next page,1,1,Trick Questions,0
277,keep vip access active by clicking subscribe,Keep VIP access active by clicking Subscribe,1,1,Pressured Selling,0
275,keep exclusive access active by clicking checkout,Keep exclusive access active by clicking Checkout,1,1,Pressured Selling,0
203,continue to claim your bonus points auto applies at checkout,Continue to claim your bonus points auto applies at checkout,1,1,Trick Questions,0
238,free trial starts now billing begins automatically after this weekend,Free trial starts now billing begins automatically after this weekend,1,1,Trick Questions,0
222,you are almost done click next to get started,You are almost done Click Next to get started,1,1,Trick Questions,0
223,would you like to purchase an extended protection plan,Would you like to purchase an Extended Protection Plan?,1,1,Trick Questions,0
224,would you like to buy more and save more,Would you like to buy more and save more?,1,1,Trick Questions,0
225,we will keep your preferences cookies required if you hit subscribe,We will keep your preferences cookies required if you hit Subscribe,1,1,Trick Questions,0
226,we will keep your preferences cookies required if you hit reserve,We will keep your preferences cookies required if you hit Reserve,1,1,Trick Questions,0
227,we will keep your preferences cookies required if you hit next,We will keep your preferences cookies required if you hit Next,1,1,Trick Questions,0
228,your discount voucher is ready press continue to proceed,Your discount voucher is ready press Continue to proceed,1,1,Trick Questions,0
229,by clicking join now you accept promotional communications,By clicking Join now you accept promotional communications,1,1,Trick Questions,0
230,continue to keep your extra coupon going back may remove it,Continue to keep your extra coupon going back may remove it,1,1,Trick Questions,0
231,by clicking get deal you accept promotional communications,By clicking Get deal you accept promotional communications,1,1,Trick Questions,0
232,important info in more details collapsed,Important info in More details collapsed,1,1,Trick Questions,0
233,if you click continue below we will be happy to tell you about discounts money off and new products from very by e-mail and text unless you tell us you do not want to hear about them by ticking here if you would like to receive offers from carefully selected <num> rd parties please tick here,"If you click continue below we will be happy to tell you about discounts, money off and new products from Very by e-mail and text,
unless you tell us you DO NOT want to hear about them, by ticking here.
If you would like to receive offers from carefully selected 3rd parties, please tick here",1,1,Trick Questions,0
234,i wish to start shopping but i don t want to receive daily email alerts about your amazing discounts on luxury brands,I wish to Start Shopping but I don't want to receive daily email alerts about your amazing discounts on luxury brands.,1,1,Trick Questions,0
235,i do not want to protect my item,I do not want to protect my item,1,1,Trick Questions,0
236,continue to keep your loyalty bonus going back may remove it,Continue to keep your loyalty bonus going back may remove it,1,1,Trick Questions,0
221,your cashback reward is ready press continue to proceed,Your cashback reward is ready press Continue to proceed,1,1,Trick Questions,0
220,your free gift is ready press continue to proceed,Your free gift is ready press Continue to proceed,1,1,Trick Questions,0
219,by clicking reserve you accept promotional communications,By clicking Reserve you accept promotional communications,1,1,Trick Questions,0
210,we will keep your preferences cookies required if you hit get deal,We will keep your preferences cookies required if you hit Get deal,1,1,Trick Questions,0
204,continue maintains your perks back may reset choices,Continue maintains your perks Back may reset choices,1,1,Trick Questions,0
205,cancellation path continues after several steps,Cancellation path continues after several steps,1,1,Trick Questions,0
206,cancel option is under account billing manage cancel,Cancel option is under Account Billing Manage Cancel,1,1,Trick Questions,0
207,by clicking sign up you accept promotional communications,By clicking Sign up you accept promotional communications,1,1,Trick Questions,0
208,we will keep your preferences cookies required if you hit checkout,We will keep your preferences cookies required if you hit Checkout,1,1,Trick Questions,0
209,we will keep your preferences cookies required if you hit claim offer,We will keep your preferences cookies required if you hit Claim offer,1,1,Trick Questions,0
211,we will keep your preferences cookies required if you hit join now,We will keep your preferences cookies required if you hit Join now,1,1,Trick Questions,0
218,your loyalty bonus is ready press continue to proceed,Your loyalty bonus is ready press Continue to proceed,1,1,Trick Questions,0
212,your trial auto renews press next to keep access,Your trial auto renews press Next to keep access,1,1,Trick Questions,0
213,your trial auto renews press join now to keep access,Your trial auto renews press Join now to keep access,1,1,Trick Questions,0
214,your trial auto renews press continue to keep access,Your trial auto renews press Continue to keep access,1,1,Trick Questions,0
215,your trial auto renews press claim offer to keep access,Your trial auto renews press Claim offer to keep access,1,1,Trick Questions,0
216,your trial auto renews press checkout to keep access,Your trial auto renews press Checkout to keep access,1,1,Trick Questions,0
217,your trial auto renews press buy now to keep access,Your trial auto renews press Buy now to keep access,1,1,Trick Questions,0
237,i already have this item do not add this to cart,I already have this item. Do not add this to cart,1,1,Trick Questions,0
239,lenscap damage only,Lenscap: Damage Only,1,1,Trick Questions,0
274,for the ultimate experience can select more than one,FOR THE ULTIMATE EXPERIENCE: (Can select more than one),1,1,Pressured Selling,0
240,express option chosen you can switch in settings later,Express option chosen you can switch in settings later,1,1,Trick Questions,0
259,necessary protection,Necessary Protection..,1,1,Trick Questions,0
260,almost there confirm details to receive free gift,Almost there confirm details to receive free gift,1,1,Trick Questions,0
261,almost there confirm details to receive discount voucher,Almost there confirm details to receive discount voucher,1,1,Trick Questions,0
262,by clicking continue you accept promotional communications,By clicking Continue you accept promotional communications,1,1,Trick Questions,0
263,promo applied taxes and booking fee may be shown at checkout,Promo applied Taxes and booking fee may be shown at checkout,1,1,Trick Questions,0
264,continue to keep your free gift going back may remove it,Continue to keep your free gift going back may remove it,1,1,Trick Questions,0
265,continue to keep your trial upgrade going back may remove it,Continue to keep your trial upgrade going back may remove it,1,1,Trick Questions,0
266,optional data export is included remove to proceed without it,Optional data export is included remove to proceed without it,1,1,Trick Questions,0
267,almost there confirm details to receive exclusive access,Almost there confirm details to receive exclusive access,1,1,Trick Questions,0
268,add cloud backup for the full experience pre selected,Add cloud backup for the full experience pre selected,1,1,Pressured Selling,0
269,we d like to keep you informed via email about product updates upgrades special offers and pricing if you do not wish to be contacted via email please ensure that the box is not checked,"We'd like to keep you informed via email about product updates, upgrades, special offers and pricing. If you do not wish to be contacted via email, please ensure that the box is not checked.",1,1,Trick Questions,0
270,select view offers to keep current basic,Select View offers to keep current Basic,1,1,Trick Questions,0
271,it is faster with saved card preselected at checkout,It is faster with saved card preselected at checkout,1,1,Pressured Selling,0
272,keep bonus points active by clicking buy now,Keep bonus points active by clicking Buy now,1,1,Pressured Selling,0
273,keep cashback reward active by clicking claim offer,Keep cashback reward active by clicking Claim offer,1,1,Pressured Selling,0
258,almost there confirm details to receive loyalty bonus,Almost there confirm details to receive loyalty bonus,1,1,Trick Questions,0
257,almost there confirm details to receive vip access,Almost there confirm details to receive VIP access,1,1,Trick Questions,0
256,almost there confirm details to receive welcome credit,Almost there confirm details to receive welcome credit,1,1,Trick Questions,0
247,continue to keep your vip access going back may remove it,Continue to keep your VIP access going back may remove it,1,1,Trick Questions,0
241,decline protection small text or sign up to continue,Decline protection small text or Sign up to continue,1,1,Trick Questions,0
242,decline protection small text or reserve to continue,Decline protection small text or Reserve to continue,1,1,Trick Questions,0
243,decline protection small text or next to continue,Decline protection small text or Next to continue,1,1,Trick Questions,0
244,decline protection small text or continue to continue,Decline protection small text or Continue to continue,1,1,Trick Questions,0
245,decline protection small text or claim offer to continue,Decline protection small text or Claim offer to continue,1,1,Trick Questions,0
246,continue to keep your welcome credit going back may remove it,Continue to keep your welcome credit going back may remove it,1,1,Trick Questions,0
248,decline protection small text or subscribe to continue,Decline protection small text or Subscribe to continue,1,1,Trick Questions,0
255,auto renew is enabled to avoid interruption toggle anytime in settings,Auto renew is enabled to avoid interruption toggle anytime in settings,1,1,Trick Questions,0
249,we d like to send you weekly emails packed full of our lovely products clearance goodies and cool stuff to win you can unsubscribe at any time if you don t want to receive these emails please tick this box we d like to send you the occasional brochure so you can get a regular fix of our lovely product you can unsubscribe at any time if you don t want to receive these brochures please tick this box we d like to introduce you to other brands you might love who will post you the occasional brochure you can opt out of this at any time if you don t want to receive these brochures please tick this box,"We'd like to send you weekly emails packed full of our lovely products, clearance goodies and cool stuff to win. You can unsubscribe at any time. If you DON'T want to receive these emails, please tick this box. We'd like to send you the occasional brochure so you can get a regular fix of our lovely product! You can unsubscribe at any time. If you DON'T want to receive these brochures, please tick this box. We'd like to introduce you to other brands you might love who will post you the occasional brochure. You can opt out of this at any time. If you DON'T want to receive these brochures, please tick this box.",1,1,Trick Questions,0
250,login register,LOGIN/REGISTER,1,1,Trick Questions,0
251,no i do not want savings secondary option will remove benefits,No I do not want savings secondary option will remove benefits,1,1,Trick Questions,0
252,by clicking checkout you accept promotional communications,By clicking Checkout you accept promotional communications,1,1,Trick Questions,0
253,by clicking apply coupon you accept promotional communications,By clicking Apply coupon you accept promotional communications,1,1,Trick Questions,0
254,best experience data export is enabled for you,Best experience data export is enabled for you,1,1,Trick Questions,0
647,your trial auto renews press sign up to keep access,Your trial auto renews press Sign up to keep access,1,1,Trick Questions,0
