String,Type,label
1 LEFT,Scarcity,1
Read More ,Not Dark Pattern,0
Infrared Night Vision,Not Dark Pattern,0
Hurry! Only 1 left in size M!!,Scarcity,1
33 sold in last 12 hours.,Social Proof,1
"ONCE IT'S GONE, IT'S GONE",Scarcity,1
00DAYS00HOURS14MINUTES21SECONDS,Urgency,1
I'd rather not save,Misdirection,1
Checkout within 04:10 so we don't run out of stock!,Urgency,1
6 items left! Order soon.,Scarcity,1
"NO THANKS, I DON'T WANT TO SAVE",Misdirection,1
"Hurry, before it is gone! No time remaining!",Urgency,1
Yaris Remotes »,Not Dark Pattern,0
Pedal Refresh Kit - Doubleshot,Not Dark Pattern,0
Holland Cooper Photography,Not Dark Pattern,0
 Free Delivery to Home & Next day delivery available to store* ,Not Dark Pattern,0
Jeanne E. Bray Memorial Scholarship,Not Dark Pattern,0
"No thanks, I hate saving money",Misdirection,1
2 people are looking at this listing !,Social Proof,1
00DAYS02HRS14MINS1211SEC,Urgency,1
Hurry up! 22 stores other than you have this product in their cart,Social Proof,1
Hurry! Only 6 left in stock.,Scarcity,1
11 11 Hours: 00 22 Minutes: 3223 3223 Seconds,Urgency,1
I always order from them! Such good quality for the price you pay! Will always come back!,Not Dark Pattern,0
Nicholas Kirkwood,Not Dark Pattern,0
"EastwoodModern, sleek and enchanting, the Eastwood Collection provides comfortable seating while still looking mid-century magnificent.",Not Dark Pattern,0
"Sign Up To Our Newsletter To Receive News, Offers And Promotions.",Not Dark Pattern,0
1day21:04:58,Urgency,1
THIS TIME: FREE SHIPPING LOWERED TO ORDERS OVER $69.95!,Urgency,1
"No thanks, I'll still have to pay full price",Misdirection,1
現代奴隷法に対する透明性に関する声明 (opens in a new tab),Not Dark Pattern,0
"Clothes, Shoes & Accessories",Not Dark Pattern,0
Subscribe & Save (15%): $ 16.99,Misdirection,1
My AccountSign-in to your account,Not Dark Pattern,0
"We'd like to keep you informed via email about product updates, upgrades, special offers and pricing. If you do not wish to be contacted via email, please ensure that the box is not checked.",Misdirection,1
Sometimes I don't feel lucky,Misdirection,1
HURRY! YOUR 10% OFF EXPIRES BEFORE 29:43,Urgency,1
Memory Cards Edit,Not Dark Pattern,0
All Brands A-Z ,Not Dark Pattern,0
2 people have looked at this in the last couple of hrs.,Social Proof,1
Only 1 Left in this Size!,Scarcity,1
Don't forget the essentials Get up to 2 years of accidental damage coverage with AppleCare+.,Misdirection,1
HURRY! 3 left in stock!,Scarcity,1
Choose Type of Cookies You Accept Using,Not Dark Pattern,0
All Cross Stitch Patterns,Not Dark Pattern,0
"By clicking Sign Up, you agree to receive marketing text messages from Southern Tide at the number provided, including messages sent by autodialer. Consent is not a condition of any purchase. Message and data rates may apply. Message frequency varies. Reply HELP for help or STOP to cancel. View our Privacy Policy and Terms of Service.",Not Dark Pattern,0
"1,446 people have viewed this item",Social Proof,1
LIMITED TIME ONLY: FREE SHIPPING TO SELECT ED ON ORDERS OVER $100!,Urgency,1
Round Boards,Not Dark Pattern,0
"Only 1 left , In Stock",Scarcity,1
EVO SP All EVO SP parts and accessories,Not Dark Pattern,0
Professional Color Tool Kit / Addons,Misdirection,1
Only 9 left,Scarcity,1
Over 500 left in stock,Scarcity,1
Highline Aluminum Wheel Bag,Not Dark Pattern,0
Hurry !! Only 52 left in stock,Scarcity,1
 Rechargeable ,Not Dark Pattern,0
"No Thanks, Would Rather Pay Full Price",Misdirection,1
You have no items in your basket.,Not Dark Pattern,0
Only 11 left!,Scarcity,1
Hurry! Sale ends in:,Urgency,1
02 DAYS :23 HOURS :00 MINS :54 SECS,Urgency,1
228 People Who Viewed This Product Recently!,Social Proof,1
Here to help,Not Dark Pattern,0
"Mounif in Pittsburgh, United States purchased",Social Proof,1
"Nah, sounds like paying full price",Misdirection,1
"No thanks, I don't deserve a free gift.",Misdirection,1
How about ...?,Misdirection,1
Switchers Blog,Not Dark Pattern,0
Act now and save $12.99. Limited edition only!,Urgency,1
We don't give out your details to third parties.,Not Dark Pattern,0
I always order from them! Such good quality for the price you pay! Will always be back!,Not Dark Pattern,0
Purchased 6 times this week.,Social Proof,1
Toe Ring lace,Not Dark Pattern,0
Exclusive offers & discounts for VIP members via email,Not Dark Pattern,0
104 people viewed this product recently!,Social Proof,1
__________,Not Dark Pattern,0
You can feel confident that your new box each month is helping you celebrate pregnancy and protect your bump!,Not Dark Pattern,0
"No, thanks, I´d rather pay more",Misdirection,1
Barbour International,Not Dark Pattern,0
Clarity Remotes Edit,Not Dark Pattern,0
Someone added 1pc 4ocean natural stone beads beaded bracelet men boho handmade to their cart RIGHT NOW,Social Proof,1
Buy Tablets Here,Not Dark Pattern,0
Mary Janes Goodwin,Not Dark Pattern,0
3DAYS124606,Urgency,1
A customer service specialist will contact you soon.,Not Dark Pattern,0
'Keeper Of Lost Things',Not Dark Pattern,0
"No, thanks. I'd prefer not to save.",Misdirection,1
sales@ecklers.net,Not Dark Pattern,0
★ ★ ★ ★ ★,Not Dark Pattern,0
Boys Green School Uniforms,Not Dark Pattern,0
"Armin Dinovic bought 10M Runescape 3 Gold Order total: 3,70€ About 10 seconds ago",Social Proof,1
"No, I don't feel lucky",Misdirection,1
Availability: Low Stock 4 Remaining,Scarcity,1
Blue Raspberry Pi,Not Dark Pattern,0
🔥 9 people are viewing this.,Social Proof,1
 Lighting,Not Dark Pattern,0
"No Thanks, I Prefer Paying Full Price",Misdirection,1
22 people have looked at this part recently,Social Proof,1
Pre-order 3 left,Scarcity,1
Romantic Ball Gown Tulle Spaghetti Sleeveless Flower Flower Dirl Dress,Not Dark Pattern,0
"For a limited time, buy 2 Hydroxycut Hardcore Elite, 30 Servings for $30!",Urgency,1
Terms of Service,Not Dark Pattern,0
What treats can I use?,Not Dark Pattern,0
My Story,Not Dark Pattern,0
QUICK! ONLY 1 LEFT IN STOCK,Scarcity,1
We use cookies to give you the best experience possible. No personal information is stored. Using this website means that you are ok with this cookie policy.,Not Dark Pattern,0
 Read More ,Not Dark Pattern,0
 Watches & Accessories ,Not Dark Pattern,0
" To enable notifications, click 'Allow' when prompted. ",Not Dark Pattern,0
Only 3 Left,Scarcity,1
Only 8 items left in stock!,Scarcity,1
Your cart is reserved for 09:35 minutes.,Urgency,1
 CAMILLA World ,Not Dark Pattern,0
Long Sleeves Nightwear,Not Dark Pattern,0
FANSTASTIC DEALS HERE,Misdirection,1
"No thanks, would rather not win.",Misdirection,1
"Someone in Byron Bay, NSW just bought",Social Proof,1
Netherlands - USD,Not Dark Pattern,0
Graduations,Not Dark Pattern,0
SET OFFERS END 00:54:59,Urgency,1
Be the first to get updates as well as access to special offers and promotions,Not Dark Pattern,0
7 users have looked at this product in the past 6 minutes,Social Proof,1
Hurry Low Stock,Scarcity,1
Quick Navigation,Not Dark Pattern,0
 View All Home Office Furniture ,Not Dark Pattern,0
"SALE ENDS IN 19 DAYS, 9 HOURS, 50 MINUTES, 54 SECONDS",Urgency,1
 View All Shoes ,Not Dark Pattern,0
Romantic Ball Gown Tulle Spaghetti Sleeveless Tier Flower Dirl Dress,Not Dark Pattern,0
Auto Delivery Program,Not Dark Pattern,0
Yes! Upgrade my purchase,Misdirection,1
Towel Rails & Racks,Not Dark Pattern,0
U.S. Vape Mail Ban FAQs,Not Dark Pattern,0
3 Left!,Scarcity,1
"No Thanks, I'll let this offer sail away",Misdirection,1
"Ends in 1 Days, 4 Minutes, 44 Seconds",Urgency,1
CHF AA,Not Dark Pattern,0
11 11 Hours: 00 22 223 3223 3223 Seconds Sale Ends Once The Timer Hits Zero!,Urgency,1
Gold Grade by Color: Gold,Not Dark Pattern,0
THIS TIME ONLY,Urgency,1
Someone added 1pc 4ocean natural stone beads beaded bracelet men boho handmade on their cart RIGHT NOW,Social Proof,1
Holland Cooper Photography,Not Dark Pattern,0
"No Thanks, I Don't Want To Save",Misdirection,1
Hurry only 8 items left!,Scarcity,1
LIMITED TIME OFFER : Grab a Matching Pair & save up !,Misdirection,1
Elegant A Line Chiffon V-neck Long Sleeve Bridesmaid Dress with Pleats and Ruching,Not Dark Pattern,0
No thanks! I don't like deals,Misdirection,1
"No thanks, I'll pay full price!",Misdirection,1
IN 43 PEOPLE'S SHOPPING BAG,Social Proof,1
"No Thanks, I'll let this offer sail away",Misdirection,1
Rose Gold Shoes,Not Dark Pattern,0
"Michael Smith from Lacey, WA just bought a Cal King",Social Proof,1
Hurry! Only 1 Left In Stock,Scarcity,1
Recovery Stock Sellers,Not Dark Pattern,0
People also buy this with,Misdirection,1
"No thanks, I don’t like wasting money.",Misdirection,1
Only 1 Left !,Scarcity,1
DON'T MISS ON THESE AWESOME ITEMS / DON'T MISS ON OUR TABLE DECORATION SYSTEM,Misdirection,1
"Book picture is for illustrative purposes only, actual binding, cover or printing may vary.",Not Dark Pattern,0
"Someone from Rochedale, Queensland, Australia started buying this!",Social Proof,1
Your order is reserved for 09:45 minutes!,Urgency,1
"Hurry, only 5 left",Scarcity,1
Don't Know Pincode?,Not Dark Pattern,0
All Little Boys Clothing,Not Dark Pattern,0
I'll Shop Without A Trace,Misdirection,1
"Items in your cart are in high demand, but we have reserved your order.",Scarcity,1
 Apple iPhone X » ,Not Dark Pattern,0
Boys Shorts,Not Dark Pattern,0
 Optimized Patch System ,Not Dark Pattern,0
Macro Focussing Rails,Not Dark Pattern,0
Concrete Tools,Not Dark Pattern,0
Limited Quantity,Scarcity,1
My Account ,Not Dark Pattern,0
Stay with us in India,Not Dark Pattern,0
Product Recycling,Not Dark Pattern,0
Limited Edition Remaining!,Urgency,1
"Someone in Paris, France just purchased a Kanpeki Knife Set",Social Proof,1
Game Extraction & Prep,Not Dark Pattern,0
Drawstring Backpacks Edit,Not Dark Pattern,0
"To start your return, simply click on the following button and add your return details. Once the form is filled, you will receive an email with shipping instructions for how to ship the item(s) to our warehouse.",Not Dark Pattern,0
ONLY 1 LEFT!,Scarcity,1
"Mother’s Day is undoubtedly a significant occasion for all mothers. But, for the new moms, it is even more special. If you........... Read More...",Not Dark Pattern,0
OFFER ENDS 00:54:59,Urgency,1
Really good quality contacts and they work well on my eyes. Would definitely order again!!!!,Not Dark Pattern,0
2 viewed per hour,Social Proof,1
Only 4 unit(s) available!,Scarcity,1
Platinum-Dipped Rose,Not Dark Pattern,0
Already have an account?,Not Dark Pattern,0
 Summer Casual Printed Short Sleeve T-Shirt ,Not Dark Pattern,0
VIP OFFERS END HERE,Urgency,1
Only 5 Left in Stock. Buy Soon!,Scarcity,1
ॐ Welcome to Devshoppe Sign In or Create an Account,Not Dark Pattern,0
AccessoriesCar AccessoriesDressesFootwearHome & OfficeJacketsLawn & OutdoorsPantsPolosShirts & SweatersShortsSleepwear & UnderwearSwim CollectionTailgatingSale Items- View All -,Not Dark Pattern,0
 Shop ,Not Dark Pattern,0
"No thanks, free speech isn't for me.",Misdirection,1
 Subscribe! Don’t be caught empty handed ,Not Dark Pattern,0
"No Thanks, You Don't Like Saving Money.",Misdirection,1
About Cheryl's Business Gifts,Not Dark Pattern,0
HIGH DEMAND,Scarcity,1
Strong demand! Complete your order before it's too late!,Scarcity,1
Bike Parts & Components,Not Dark Pattern,0
"No thanks, I’ll skip this amazing super-saver deal. I don’t need so many beautiful textures",Misdirection,1
ONLY A FEW LEFT IN STOCK,Scarcity,1
ON SALE | LIMITED TIME ONLY Shop Now,Urgency,1
Want Free Shipping?,Misdirection,1
I'll Shop Without Any Discount,Misdirection,1
"NA-KD, White",Not Dark Pattern,0
Only 3 left in stock.,Scarcity,1
🔥👁️ 1 person is viewing !,Social Proof,1
 Riding Culture Neue Lifestyle-Marke bei motoin ,Not Dark Pattern,0
 V-neck Casual Loose Vintage Print Short Sleeve T-shirt ,Not Dark Pattern,0
Shop all interactive whiteboards,Not Dark Pattern,0
Blonde/Bleached Hair: All colors look great. Colors won't be prominent on bleached hair though.,Not Dark Pattern,0
 Show Password ,Not Dark Pattern,0
Extra Soft Cleansing Wipes,Not Dark Pattern,0
2 DAYS OFF,Urgency,1
" Port, Sherry & Sweet Wine ",Not Dark Pattern,0
Red Tops,Not Dark Pattern,0
The Wizard of Oz,Not Dark Pattern,0
"No thanks, I'm not interested in saving money.",Misdirection,1
Girls Trousers,Not Dark Pattern,0
3 people are looking at this product,Social Proof,1
 All Personalised Gifts ,Not Dark Pattern,0
We're offline !,Not Dark Pattern,0
Add to Your Gift and We'll Ship it For Free!,Misdirection,1
The Wizard of Oz,Not Dark Pattern,0
Someone in Pittsworth bought a Ultimate COLT Anal Training Kit 2 hours ago,Social Proof,1
@elsieandpresley_ got some fantastic color results with Liquid Hair Color Wax. Well done 👏,Not Dark Pattern,0
OUR BEST SELLING GOGGLE,Misdirection,1
Laundry & Storage,Not Dark Pattern,0
(LIMITED TIME OFFER) TORSION GUN HOLSTER SUPER COMBO,Urgency,1
Accuscreens,Not Dark Pattern,0
Prices shown for delivery to JAPAN Change delivery country,Not Dark Pattern,0
 Women's Summer New Clerk Large Size Loose Cotton And Linen Blouse ,Not Dark Pattern,0
Clearance Optic Accessories Deals,Not Dark Pattern,0
Days left until the offer ends: 00 Days 04:43:35,Urgency,1
Fashion Forward Fashion,Not Dark Pattern,0
Theresa from Botkins just bought Panoply 14918 A-line Lace Formal Dress,Social Proof,1
Sara from Philadelphia just saved $68 on her order.,Social Proof,1
 First to know about upcoming tastings & events ,Not Dark Pattern,0
2 people are looking forward now,Social Proof,1
BreakThrough,Not Dark Pattern,0
 Brand case & cloth included ,Not Dark Pattern,0
OFFER EXPIRES IN: YES NO Want 10% Off Your First Order? 30 minutes 35 seconds,Urgency,1
 Bra Panty Set ,Not Dark Pattern,0
Drawstring Backpacks Edit,Not Dark Pattern,0
11 11 Hours: 00 22 Minutes: 3223 3223 Seconds Sale Ends Once The Timer Hits Zero!,Urgency,1
Someone bought: HYPE BLUE LARGE SPLAT KIDS !!!,Social Proof,1
Crochet Baby Patterns,Not Dark Pattern,0
family members,Not Dark Pattern,0
Join the conversation,Not Dark Pattern,0
Home + Tech Almost Gone,Not Dark Pattern,0
FootwearHome & Office,Not Dark Pattern,0
What Are Healing Crystals?,Not Dark Pattern,0
What could have caused this?,Not Dark Pattern,0
"No thanks, I'm still interested",Misdirection,1
"BERNARD in Philadelphia, United States purchased a",Social Proof,1
 Cable Winders ,Not Dark Pattern,0
5338 people viewed this in the last hour,Social Proof,1
Download Now,Not Dark Pattern,0
Sale Womens Clothing,Not Dark Pattern,0
8 items left,Scarcity,1
"Israël in Metz, France purchased a More ADVANCED Chord Substitutions",Social Proof,1
 Tony Bianco ,Not Dark Pattern,0
I don't want to save money,Misdirection,1
Wall Mounted Air Conditioners,Not Dark Pattern,0
OFFER ENDS: 09h: 09m: 55s: 0,Urgency,1
Laundry Care,Not Dark Pattern,0
 My Project Lists ,Not Dark Pattern,0
"An item you ordered is in high demand. No worries, we have prioritized your order.",Scarcity,1
cookie host,Not Dark Pattern,0
Hurry up! Discount Ends in DAYS HRS MINS SECS,Urgency,1
Custom Kids Headwear,Not Dark Pattern,0
Get 20% off Sample Doors! ×Offer Ends In 58 : 29 Use Promo Code sample20off,Urgency,1
Only 4 left In Stock,Scarcity,1
How are these?,Misdirection,1
 All Shoes ,Not Dark Pattern,0
Either because we're updating the site or because someone spilled coffee on it again. We'll be back just as soon as we finish the update or clean up the coffee.,Not Dark Pattern,0
"James in Cashion, Oklahoma just bought Glossy Black Brick Geode / Amber Gradient Fast Lanes",Social Proof,1
"NO THANKS, I'll MAKE FULL PRICE",Misdirection,1
Ends Sunday! $200 off any mattress . free shipping . free returns!,Urgency,1
Surgical & Face Surgery,Not Dark Pattern,0
"Nah, I'll pay full price",Misdirection,1
JFN V arsity Lace Cut-Out Basic T-Shirt/Tee,Not Dark Pattern,0
I already have this ! Do not add this to cart,Misdirection,1
Limited Edition Promo $194.00,Urgency,1
Baby Size Guide,Not Dark Pattern,0
Photography Projector,Not Dark Pattern,0
Mens Footwear Review,Not Dark Pattern,0
The Ritual of Light,Not Dark Pattern,0
"LIMITED TIME OFFER 10% OFF - ENTER CODE \""CASES\"" AT CHECKOUT",Urgency,1
"No thanks, I’ll skip this amazing super-saver deal. I don’t need so many beautiful textures",Misdirection,1
Hurry! This special sale ends in 2h 42m 0s,Urgency,1
Product Recycling Guide,Not Dark Pattern,0
4 people are looking at this right now.,Social Proof,1
Did you know we have an app? Create shareable art and custom PopSockets designs with our unique image editing tools.,Not Dark Pattern,0
Collegiate Shooting Programs,Not Dark Pattern,0
No thanks. I prefer paying full price.,Misdirection,1
"The Dry Direct Ultimate is a great product, the best we have found. Customer service is very efficient, and deliveries have always been on time. We are very satisfied with Parentgiving in all aspects.",Not Dark Pattern,0
Your first payment will be due on the day of your purchase.*,Not Dark Pattern,0
Hurry! Only 6 left in stock!,Scarcity,1
Sunflower Seeds,Not Dark Pattern,0
GET YOUR 10% OFF EXPIRES IN 29:43,Urgency,1
Wait! Take 10% off Your First Order Deal Expires Soon!,Urgency,1
"No thanks, I like paying full price",Misdirection,1
Hurry up! Only 11 items left,Scarcity,1
Shop Top Look,Not Dark Pattern,0
9 people are currently viewing this product,Social Proof,1
QUANTITY: *ONLY 1 LEFT,Scarcity,1
... I'd rather do it the hard way...,Misdirection,1
Hand & Foot Skin Care,Not Dark Pattern,0
WilmaNorth Carolina,Not Dark Pattern,0
31 people seeing this product right now,Social Proof,1
BABY BOYSShoesClothingAccessories,Not Dark Pattern,0
HURRY! EXCLUSIVE DEAL FOR YOU! 1 4 : 4 5,Urgency,1
 Tights ,Not Dark Pattern,0
 End Tables,Not Dark Pattern,0
Hair treatments Edit,Not Dark Pattern,0
LOGIN/REGISTER,Misdirection,1
New In Special Occasion,Not Dark Pattern,0
Root Touch Up + Brow Filler,Not Dark Pattern,0
404 Orders,Social Proof,1
New In ventions,Not Dark Pattern,0
"No thanks, I hate cool stuff",Misdirection,1
only 2 left in stock,Scarcity,1
"Someone in Culgoa, Australia purchased Savelli Epic Mens wear Leather Lace Up Boots Made In Brazil",Social Proof,1
LIMITED TIME ONLY *on select models,Urgency,1
ADD FOR BETTER INFORMATION,Misdirection,1
"BIG THANKS, I DON'T WANT 20% OFF MY ORDER",Misdirection,1
Limited time - Free Shipping on all orders*,Urgency,1
Limited time remaining!,Urgency,1
LIMITED TIME LEFT! 00 : 46 : 11,Urgency,1
No wonder I don't like exclusive offers,Misdirection,1
7 sold in last 24 hours,Social Proof,1
Shop Plus Shorts by Pattern,Not Dark Pattern,0
Party & Birthday Novelties,Not Dark Pattern,0
NRA Annual Meetings & Exhibits,Not Dark Pattern,0
Tretorn osaurus,Not Dark Pattern,0
Grab yourself a drink,Misdirection,1
Build your doll,Misdirection,1
How about one of these hot sellers?,Misdirection,1
" Paper, Pads & Blocks Toggle category Paper, Pads & Blocks ",Not Dark Pattern,0
Our customers viewed this product today!,Social Proof,1
NEED ADDITIONAL INFORMATION,Not Dark Pattern,0
LIMITED FOR SALE,Urgency,1
Only 3 pieces in stock!,Scarcity,1
Menthol Flavors Collection,Not Dark Pattern,0
No wonder I like paying full price.,Misdirection,1
Items in your cart are selling fast,Scarcity,1
Skin & Blouses,Not Dark Pattern,0
 By Doug,Not Dark Pattern,0
Limited Time! :),Urgency,1
"No thank you, I prefer to pay full price",Misdirection,1
Full HD 144Hz IPS Anti-Glare (1920 x 1080) Display Upgrade (Limited time offer!),Urgency,1
0 DAYS22 HOURS13 MINUTES21 SECONDS,Urgency,1
Favored By: 400 Shares,Social Proof,1
OFFER EXPIRES IN: YES NO Want 10% Off Your First Order? 7 minutes 35 seconds,Urgency,1
My Reviews,Not Dark Pattern,0
Graphic Tanks,Not Dark Pattern,0
"No Thanks, I don't get free stuff.",Misdirection,1
FREE TIME OFFER : Grab a Matching Pair & save up 60%!,Misdirection,1
LAST CHANCE TO SAVE... enter your email to Save 20% on your first order 00 hours :29 minutes :43 seconds,Urgency,1
Clear filter,Not Dark Pattern,0
Canvas Wall paper,Not Dark Pattern,0
"Only available for a LIMITED TIME, so get yours TODAY!",Urgency,1
Shop By Brands,Not Dark Pattern,0
 Please try again ,Not Dark Pattern,0
How about these?,Misdirection,1
"Jeremy in Stockton, United States purchased a",Social Proof,1
EXTRA -30% OFF WITH CODE: EXTRA30 Ends in: 0 0 0 0 days 0 0 4 4 hours . 0 0 0 9 min . 2 2 8 8 sec,Urgency,1
View all photos,Not Dark Pattern,0
"2,229 people have viewed this item",Social Proof,1
"NO, BUT I DON'T LIKE DISCOUNTS",Misdirection,1
Limited Time: $10 Off! Discount Reflected Retail Price!,Urgency,1
 Every bicycle tells a story ,Not Dark Pattern,0
78 Persons looking for this product,Social Proof,1
Other 2 customers have it in their cart.,Social Proof,1
24 people have purchased this wine today,Social Proof,1
Midleton Very High,Not Dark Pattern,0
Diamond Nose Studs,Not Dark Pattern,0
Accent Chairs,Not Dark Pattern,0
320 items left,Scarcity,1
Shop by Health Direct,Not Dark Pattern,0
Only 1 items left,Scarcity,1
HAUTELOOK 04:53,Urgency,1
Limited Time Only · Online Only,Urgency,1
Adjustable Bag With Inner Knitted Cuff,Not Dark Pattern,0
Deal Ends In 2 : DAYS13 : HRS10 : MIN24 SEC,Urgency,1
FLASH 19:15:22 IST,Urgency,1
We value your input. Share your review so everyone else can enjoy it too.,Not Dark Pattern,0
Immunity & Well BeingLean & MassWeight LossBulk GainStress & Relaxation,Not Dark Pattern,0
Want a special deal? Bundle and SAVE UPTO30%,Misdirection,1
THE SET INCLUDES:,Not Dark Pattern,0
"NA-KD, White hall",Not Dark Pattern,0
HURRY! ONLY 14 LEFT IN STOCK.,Scarcity,1
 PopGrip Antimicrobial Refine by Product Type: PopGrip Antimicrobial ,Not Dark Pattern,0
Short Sleeve T-Shirts ,Not Dark Pattern,0
Trending Style! Sold 4 times today,Social Proof,1
41 people have looked at this in the last couple of hours,Social Proof,1
Your Cart Will Expire In 09:58 minutes!Please note that these items may not be available again if you release them.,Urgency,1
6 other people looking at this item,Social Proof,1
Converse,Not Dark Pattern,0
Security Cameras,Not Dark Pattern,0
"Natalie in Graham, United States purchased a FREE BTS Answer Magic Pillow about 1 hour ago",Social Proof,1
This is where you can reject or delete your cookies,Not Dark Pattern,0
Ends Sunday! $200 off any mattress . free shipping & free returns!,Urgency,1
 Sign In With Google ,Not Dark Pattern,0
"Another babe in Alexandria, United States just ordered Flat Tummy Tea",Social Proof,1
"Abbie in Calwell, Australia purchased Shark Bite Socks about 1 hour ago",Social Proof,1
Limited quantity available,Scarcity,1
In demand,Scarcity,1
Only 2 left in stock. Make it yours.,Scarcity,1
Shop Disposables,Not Dark Pattern,0
Swedish Hasbeens chen,Not Dark Pattern,0
Devices ,Not Dark Pattern,0
DressesFootwearHatsHoodies & SweatshirtsJerseysPantsSleepwear & UnderwearSwim CollectionT-ShirtsSale Items- View All -,Not Dark Pattern,0
Only 1 left In Stock,Scarcity,1
 Summer Simple Breathable Socks ,Not Dark Pattern,0
Kimberly R.,Not Dark Pattern,0
"NO THANKS, YOU DON'T WANT 20% OFF MY ORDER",Misdirection,1
Your order is prioritized for 13:22 minutes!,Urgency,1
"ADHD Friendly Profile: this profile significantly reduces distractions and noise to help people with ADHD and Neurodevelopmental disorders browse, read, and focus on the essential elements more easily.",Not Dark Pattern,0
Use the domain shortly after payment,Not Dark Pattern,0
87% offers claimed. Hurry up!,Scarcity,1
1626 people seeing this product right now,Social Proof,1
Last purchased at 11:19am CST,Social Proof,1
Your seat will be reserved for 6:56 minutes.,Urgency,1
"GRACE from ORLANDO, United States bought Camouflage Jumpsuit 31 minutes ago",Social Proof,1
No doubt I will pay full price.,Misdirection,1
Only 4 left at this price,Scarcity,1
Shotgun Bore Mops,Not Dark Pattern,0
 JOINT Oil ,Not Dark Pattern,0
 You can change your preference here Shop for Select an age ,Not Dark Pattern,0
"from Korea, South",Not Dark Pattern,0
Livefood Subscription,Not Dark Pattern,0
01 Hours 37 Minutes 48 Seconds »,Urgency,1
 Rudraksha Recommendations ,Not Dark Pattern,0
Shop All Lehenga Items,Not Dark Pattern,0
Don't Know ?,Not Dark Pattern,0
Flash Sale ends in August NOW,Urgency,1
Items reserved for 15:00,Urgency,1
Get Personalised Health PlanGet Health Plan,Not Dark Pattern,0
Baby Girl !,Not Dark Pattern,0
Earn FanCash on all purchases!,Not Dark Pattern,0
View All Home Accents,Not Dark Pattern,0
 Sustainably made,Not Dark Pattern,0
"No Thanks, I rather pay full price",Misdirection,1
 Choosing the Best Plus Size Briefs ,Not Dark Pattern,0
Art & Design Tools,Not Dark Pattern,0
Black Jewelry Collection,Not Dark Pattern,0
210+ bought,Social Proof,1
Hurry up 22 people other than you have this product in their cart,Social Proof,1
"No Thanks, I Really Want To Save",Misdirection,1
Back Yard & Spa,Not Dark Pattern,0
00DAYS00HOURS47MINUTES36SECONDS SALE ENDS ONCE COUNTER DAY ZERO,Urgency,1
★ ★ ★ ★ ★,Not Dark Pattern,0
"50% OFF Everything (yep, even sale) + $5.99 Shipping* ENDS IN 12h 13m 56s",Urgency,1
"No thank you, I prefer to pay for shipping.",Misdirection,1
Sale ends soon,Urgency,1
Complete your purchase within the next 12:18 minutes and receive 10% off,Urgency,1
SAVE $200 OFF PUFFY,Urgency,1
Bottoms Deals,Not Dark Pattern,0
"PROTECT YOUR SOFA! Your Humblebum Sofa in Thatch house fabric will look wicked! Why not add Castelan Fabric Protection to cover your new squish machine against wine spillages, messy TV dinners, and other disasters for just just £80?",Misdirection,1
 Menstrual Products ,Not Dark Pattern,0
Availability: Low Stock,Scarcity,1
"Crystal Li in Flushing, United States purchased a",Social Proof,1
 Love the way you pay ,Not Dark Pattern,0
 Most-Hearted Styles Shop Now ,Not Dark Pattern,0
Fun eral Tossing,Not Dark Pattern,0
Your order is reserved for 30 minutes!,Urgency,1
I have not had my hair so soft and shiny in such a long time and my grey was completely covered! So incredibly happy.,Not Dark Pattern,0
"If you click continue below we will be happy to tell you about discounts, money off and new products from Very by e-mail and text,
unless you tell us you DO NOT want to hear about them, by ticking here.
If you would like to receive offers from carefully selected 3rd parties, please tick here",Misdirection,1
 Football Boots ,Not Dark Pattern,0
 Coffee ,Not Dark Pattern,0
113 people have viewed in the last 24hrs,Social Proof,1
"Michael in Pontiac, United States purchased a  ",Social Proof,1
Shop All Golf Balls,Not Dark Pattern,0
Holland Cooper,Not Dark Pattern,0
Custom Board Quote,Not Dark Pattern,0
 Our Carbon Footprint ,Not Dark Pattern,0
Celebrity Synthetic Wigs,Not Dark Pattern,0
My Account Name,Not Dark Pattern,0
Boxster Remotes,Not Dark Pattern,0
Girls Trousers !,Not Dark Pattern,0
Return my item,Not Dark Pattern,0
Subscribe! Don’t be caught empty handed,Not Dark Pattern,0
"Business, Office & Industrial",Not Dark Pattern,0
Last chance! Only 1 left,Scarcity,1
"NO THANKS, I'll PAY FULL PRICE",Misdirection,1
Someone from Norway purchased a Super FG Grater - 12x Faster - 15% OFF,Social Proof,1
In Stock. Only 1 Left!,Scarcity,1
Enter Catalog/Email Code,Not Dark Pattern,0
Get Personalised Health PlanGet Health Plan,Not Dark Pattern,0
Packed With Super Citrimax,Not Dark Pattern,0
LIMITED TIME DEAL!,Urgency,1
Your order is reserved for 09:43 minutes!,Urgency,1
00DAYS00HOURS47MINUTES36SECONDS SALE ENDS ONCE COUNTER HITS ZERO,Urgency,1
TRE by Natalie Bennett,Not Dark Pattern,0
Contract free,Not Dark Pattern,0
 Polar Lights II ,Not Dark Pattern,0
Search Result:Search Results: ,Not Dark Pattern,0
Almost Sold Out! Only 2 Left.,Scarcity,1
SAVE FOR limited time,Urgency,1
LIMITED TIME OFFER MEN'S CHINOS & 5-POCKET PANTS BUY 2 FOR $59.90 AND SHOP NOW,Urgency,1
3 LEFT,Scarcity,1
"NO, THANKS. I DON'T LIKE DISCOUNTS",Misdirection,1
